Contract,customerID,Dependents,DeviceProtection,gender,MonthlyCharges,InternetService,OnlineSecurity,PaperlessBilling,MultipleLines,Partner,OnlineBackup,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,tenure,TotalCharges
Month-to-month,1075-BGWOH,No,Yes,Male,98.75,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,16,1587.55
Month-to-month,1084-UQCHV,Yes,No,Male,69.75,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,1,69.75
Month-to-month,1086-LXKFY,Yes,No,Female,69.1,Fiber optic,No,Yes,No,Yes,No,Mailed check,Yes,0,No,No,No,1,69.1
Month-to-month,1087-UDSIH,No,No internet service,Female,19.6,No,No internet service,Yes,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,3,59.75
Month-to-month,1092-GANHU,No,Yes,Male,76.65,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,17,1313.55
Month-to-month,1095-JUDTC,No,No,Female,95.05,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,No,Yes,Yes,47,4504.55
Month-to-month,1112-CUNAO,No,No,Female,89.85,Fiber optic,No,No,Yes,No,Yes,Electronic check,Yes,1,Yes,No,No,15,1424.95
Month-to-month,1114-CENIM,Yes,No,Male,55,DSL,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,No,No,No,54,3092.65
Month-to-month,1120-BMWUB,No,No,Female,53.9,DSL,No,Yes,No,No,Yes,Mailed check,Yes,0,No,No,Yes,16,834.15
Month-to-month,1122-JWTJW,Yes,No,Male,70.65,Fiber optic,No,Yes,No,Yes,No,Mailed check,Yes,0,No,No,No,1,70.65
Month-to-month,1142-WACZW,No,No,Male,29.85,DSL,No,No,No phone service,No,No,Bank transfer (automatic),No,0,No,No,Yes,2,75.6
Month-to-month,1143-NMNQJ,No,No,Female,85.7,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,2,169.8
Month-to-month,1157-BQCUW,No,No,Male,74.95,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,1,74.95
Month-to-month,1184-PJVDB,No,No,Male,79.95,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,10,857.2
Month-to-month,1193-RTSLK,No,Yes,Female,83.9,Fiber optic,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,0,No,No,No,38,3233.6
Month-to-month,1195-OIYEJ,No,No,Male,91.1,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,13,1135.7
Month-to-month,1196-AMORA,No,No,Male,73.6,Fiber optic,No,No,Yes,No,No,Electronic check,Yes,0,No,No,No,7,520
Month-to-month,1205-WNWPJ,No,No,Female,59.5,DSL,No,Yes,No,No,No,Mailed check,Yes,0,No,Yes,Yes,7,415.95
Month-to-month,1213-NGCUN,No,No,Female,49.65,DSL,No,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,6,267.35
Month-to-month,1218-VKFPE,Yes,No internet service,Female,19,No,No internet service,No,No,Yes,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,12,233.55
Month-to-month,1226-UDFZR,No,No,Female,49.6,DSL,No,Yes,No,No,Yes,Mailed check,Yes,0,No,No,No,2,114.7
Month-to-month,1228-FZFRV,Yes,Yes,Male,105.95,Fiber optic,Yes,No,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,50,5341.8
Month-to-month,1236-WFCDV,No,No,Male,90.45,Fiber optic,No,No,No,No,No,Credit card (automatic),Yes,1,Yes,Yes,No,14,1266.1
Month-to-month,1240-KNSEZ,No,No internet service,Male,20.1,No,No internet service,Yes,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.1
Month-to-month,1251-KRREG,No,No,Male,54.4,DSL,No,Yes,Yes,No,Yes,Mailed check,Yes,0,No,No,No,2,114.1
Month-to-month,1254-IZEYF,No,No,Female,99.95,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,Yes,No,31,3186.65
Month-to-month,1260-TTRXI,No,No,Male,54.3,DSL,No,No,No,No,No,Electronic check,Yes,0,Yes,No,No,4,195.3
Month-to-month,1262-OPMFY,No,Yes,Female,75.75,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,9,655.9
Month-to-month,1264-BYWMS,No,No,Male,96.8,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,55,5283.95
Month-to-month,1268-ASBGA,No,No,Female,85.35,Fiber optic,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,1,Yes,No,No,16,1375.15
Month-to-month,1271-SJBGZ,No,Yes,Male,43.65,DSL,No,Yes,No phone service,No,No,Electronic check,No,1,Yes,No,Yes,12,526.95
Month-to-month,1273-MTETI,No,Yes,Female,88.85,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,No,No,4,372.45
Month-to-month,1285-OKIPP,No,No,Male,79.9,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,Yes,No,No,1,79.9
Month-to-month,1304-NECVQ,No,Yes,Female,78.55,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,No,No,2,149.55
Month-to-month,1309-BXVOQ,No,Yes,Male,106.1,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,21,2249.95
Month-to-month,1320-HTRDR,No,No,Female,75.5,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,3,220.6
Month-to-month,1322-AGOQM,No,No,Male,30.3,DSL,No,No,No phone service,No,Yes,Bank transfer (automatic),No,0,No,No,No,46,1380.1
Month-to-month,1323-OOEPC,No,No,Female,98.4,Fiber optic,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,53,5149.5
Month-to-month,1324-NLTJE,No,No,Female,55,DSL,No,No,Yes,No,No,Credit card (automatic),Yes,1,No,No,Yes,15,757.1
Month-to-month,1334-FJSVR,No,No,Male,24.25,DSL,No,Yes,No phone service,No,No,Electronic check,No,0,No,No,No,1,24.25
Month-to-month,1342-JPNKI,No,No,Male,86.05,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,No,Yes,No,10,834.1
Month-to-month,1343-EHPYB,No,Yes,Male,103.4,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,63,6603
Month-to-month,1349-WXNGG,No,No internet service,Male,20.05,No,No internet service,No,No,No,No internet service,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,1,20.05
Month-to-month,1363-TXLSL,No,No,Male,70.3,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,1,No,No,No,1,70.3
Month-to-month,1373-ORVIZ,Yes,No,Female,66.35,DSL,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,11,740.8
Month-to-month,1374-DMZUI,No,No,Female,94.3,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,4,424.45
Month-to-month,1383-EZRWL,No,No internet service,Female,20.05,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,7,164.85
Month-to-month,1389-CXMLU,No,Yes,Male,91.05,Fiber optic,No,No,Yes,No,No,Electronic check,Yes,1,No,Yes,No,3,289.1
Month-to-month,1396-QWFBJ,Yes,No,Female,74.05,Fiber optic,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,21,1565.7
Month-to-month,1400-MMYXY,No,Yes,Male,105.9,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,3,334.65
Month-to-month,1415-YFWLT,No,No,Female,89.3,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,Yes,Yes,No,1,89.3
Month-to-month,1428-GTBJJ,No,No,Male,74.55,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,0,No,No,No,11,824.75
Month-to-month,1432-FPAXX,No,No,Female,30.6,DSL,No,Yes,No phone service,No,Yes,Electronic check,No,0,No,No,No,29,856.35
Month-to-month,1447-GIQMR,No,No,Male,69.15,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,1,69.15
Month-to-month,1448-PWKYE,Yes,No,Male,80,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,1,80
Month-to-month,1449-XQEMT,No,No internet service,Male,19.8,No,No internet service,Yes,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,3,58.15
Month-to-month,1450-GALXR,No,No,Female,98.5,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,Yes,10,1058.25
Month-to-month,1450-SKCVI,No,No,Female,73.85,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,0,No,No,No,56,4092.85
Month-to-month,1455-ESIQH,No,No,Male,89.1,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,1,89.1
Month-to-month,1455-UGQVH,No,Yes,Male,98.5,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,10,1037.75
Month-to-month,1465-VINDH,Yes,Yes,Female,102.1,Fiber optic,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,10,1068.85
Month-to-month,1481-ZUWZA,No,No,Male,94.5,Fiber optic,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,No,No,28,2659.4
Month-to-month,1493-AMTIE,No,No internet service,Male,20.2,No,No internet service,Yes,No,No,No internet service,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,1,20.2
Month-to-month,1496-GGSUK,No,No,Female,25.7,DSL,No,Yes,No phone service,No,No,Mailed check,No,1,No,No,No,1,25.7
Month-to-month,1501-SGHBW,No,No,Male,45.85,DSL,No,No,No,No,No,Mailed check,Yes,0,No,No,No,2,81
Month-to-month,1513-XNPPH,No,Yes,Female,89.4,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,No,Yes,12,1095.65
Month-to-month,1518-VOWAV,No,No,Female,74.65,DSL,Yes,Yes,No,No,Yes,Electronic check,Yes,0,Yes,Yes,No,9,703.55
Month-to-month,1522-VVDMG,Yes,No,Male,89.75,Fiber optic,No,Yes,No,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,7,608.8
Month-to-month,1541-ETJZO,No,Yes,Male,62.05,DSL,No,No,Yes,No,No,Mailed check,Yes,0,No,No,Yes,1,62.05
Month-to-month,1550-LOAHA,No,No,Female,84.15,Fiber optic,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,No,32,2585.95
Month-to-month,1564-NTYXF,No,No,Female,82,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,No,No,13,1127.2
Month-to-month,1565-RHDJD,Yes,Yes,Female,84.05,Fiber optic,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,0,No,No,No,4,333.55
Month-to-month,1567-DSCIC,No,Yes,Male,94,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No,Yes,No,8,773.65
Month-to-month,1569-TTNYJ,No,No,Male,78.75,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,No,No,5,412.1
Month-to-month,1571-SAVHK,No,No,Male,99.95,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,Yes,Yes,Yes,12,1132.75
Month-to-month,1577-HKTFG,No,No internet service,Female,19.65,No,No internet service,No,No,Yes,No internet service,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,30,655.85
Month-to-month,1579-KLYDT,No,Yes,Male,90.45,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,Yes,No,7,593.45
Month-to-month,1582-RAFML,No,No,Male,60.1,DSL,No,No,Yes,No,Yes,Mailed check,Yes,0,No,No,Yes,1,60.1
Month-to-month,1583-IHQZE,No,Yes,Male,112.95,Fiber optic,No,Yes,Yes,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,12,1384.75
Month-to-month,1585-MQSSU,No,No,Male,51.5,DSL,No,No,No,No,No,Mailed check,Yes,0,No,No,Yes,17,900.5
Month-to-month,1587-FKLZB,Yes,Yes,Male,99.5,Fiber optic,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,1,Yes,Yes,No,66,6822.15
Month-to-month,1589-AGTLK,No,No,Male,45.35,DSL,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,3,141.5
Month-to-month,1591-NFNLQ,No,Yes,Male,80,Fiber optic,No,No,Yes,No,No,Credit card (automatic),Yes,0,No,No,No,51,4242.35
Month-to-month,1596-BBVTG,No,No,Male,75.35,Fiber optic,No,No,Yes,No,No,Credit card (automatic),Yes,0,No,No,No,35,2636.05
Month-to-month,1597-FZREH,No,Yes,Female,76.4,DSL,No,No,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,2,160.8
Month-to-month,1597-LHYNC,No,No,Female,95,Fiber optic,Yes,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,No,No,26,2497.2
Month-to-month,1602-IJQQE,No,No,Female,75.35,Fiber optic,No,No,Yes,No,No,Electronic check,Yes,0,No,No,No,4,338.1
Month-to-month,1612-EOHDH,No,No,Female,45.15,DSL,No,No,No,No,No,Electronic check,Yes,0,No,No,No,1,45.15
Month-to-month,1618-CFHME,No,No,Female,75.9,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,2,143.35
Month-to-month,1624-NALOJ,No,No,Male,89.8,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,No,No,5,502.6
Month-to-month,1624-WOIWJ,No,No,Female,84.7,Fiber optic,Yes,Yes,No,No,No,Mailed check,Yes,0,No,Yes,No,10,832.05
Month-to-month,1626-ERCMM,No,No,Male,94.55,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,20,1899.65
Month-to-month,1658-BYGOY,No,No,Male,95.45,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,18,1752.55
Month-to-month,1660-HSOOQ,No,Yes,Male,49.65,DSL,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,1,49.65
Month-to-month,1670-SVOWZ,Yes,No,Female,89.65,Fiber optic,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,14,1208.35
Month-to-month,1678-FYZOW,No,No,Female,79.4,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,3,244.65
Month-to-month,1689-MRZQR,Yes,No,Male,78.3,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,34,2564.3
Month-to-month,1704-NRWYE,No,No,Female,80.85,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,Yes,No,9,751.65
Month-to-month,1723-HKXJQ,No,No,Male,101.75,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,42,4273.45
Month-to-month,1724-BQUHA,No,No,Male,89.5,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,Yes,Yes,No,5,477.7
Month-to-month,1725-MIMXW,Yes,No internet service,Male,19.45,No,No internet service,Yes,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.45
Month-to-month,1731-TVIUK,No,No,Female,93.5,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,No,Yes,4,362.2
Month-to-month,1732-VHUBQ,Yes,No,Female,70.55,Fiber optic,No,No,No,Yes,No,Bank transfer (automatic),Yes,1,No,No,No,47,3309.25
Month-to-month,1740-CSDJP,No,No,Male,35.25,DSL,No,Yes,No phone service,No,No,Bank transfer (automatic),No,0,Yes,No,No,1,35.25
Month-to-month,1750-CSKKM,Yes,No,Male,55.35,DSL,No,No,No,No,No,Electronic check,Yes,0,No,Yes,No,9,449.75
Month-to-month,1761-AEZZR,No,No,Male,79.55,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,1,79.55
Month-to-month,1768-ZAIFU,No,No,Female,25.2,DSL,No,Yes,No phone service,No,No,Electronic check,No,1,No,No,No,1,25.2
Month-to-month,1771-OADNZ,No,Yes,Male,95.9,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,1,Yes,No,No,29,2745.2
Month-to-month,1792-UXAFY,No,Yes,Female,89.15,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,1,No,Yes,No,17,1496.9
Month-to-month,1794-HBQTJ,No,No,Female,48.6,DSL,Yes,Yes,No,No,No,Credit card (automatic),Yes,0,No,No,No,1,48.6
Month-to-month,1809-DMJHQ,Yes,No,Female,46,DSL,No,No,No,No,No,Mailed check,Yes,0,No,No,No,5,221.7
Month-to-month,1820-TQVEV,No,No,Male,69.55,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,69.55
Month-to-month,1833-VGRUM,No,No,Female,74.2,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,No,No,1,74.2
Month-to-month,1842-EZJMK,Yes,No,Male,103.7,Fiber optic,No,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,50,5071.05
Month-to-month,1846-XWOQN,No,No,Female,70.15,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,No,No,1,70.15
Month-to-month,1853-UDXBW,Yes,No,Male,70,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,1,70
Month-to-month,1862-SKORY,No,No,Female,39.3,DSL,No,Yes,No phone service,Yes,Yes,Electronic check,No,1,No,Yes,No,40,1637.4
Month-to-month,1866-RZZQS,No,Yes,Male,98.4,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,41,4187.75
Month-to-month,1867-BDVFH,Yes,No,Male,74.35,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,No,No,No,11,834.2
Month-to-month,1871-MOWRM,No,No,Male,80.85,Fiber optic,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,Yes,12,866.45
Month-to-month,1875-QIVME,No,Yes,Female,104.4,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,2,242.8
Month-to-month,1891-FZYSA,No,No,Male,89.95,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,1,No,Yes,No,69,6143.15
Month-to-month,1891-UAWWU,No,Yes,Female,90.8,Fiber optic,No,No,Yes,Yes,No,Electronic check,Yes,1,No,Yes,No,20,1951
Month-to-month,1894-IGFSG,No,No,Female,89.25,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,Yes,Yes,No,22,1907.85
Month-to-month,1902-XBTFB,Yes,Yes,Male,89.4,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,0,No,Yes,No,22,2001.5
Month-to-month,1907-UBQFC,No,No,Male,72.85,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,1,No,No,No,10,688.65
Month-to-month,1915-IOFGU,No,No,Female,70.5,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,No,No,No,1,70.5
Month-to-month,1918-ZBFQJ,No,Yes,Female,79.25,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,0,No,No,No,13,1111.65
Month-to-month,1925-TIBLE,No,No,Female,86.5,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,No,Yes,No,7,582.5
Month-to-month,1934-SJVJK,No,No internet service,Male,20.15,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.15
Month-to-month,1963-SVUCV,No,No,Male,45.3,DSL,No,No,No,No,No,Electronic check,Yes,0,No,No,No,1,45.3
Month-to-month,1963-VAUKV,No,No internet service,Female,20.4,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.4
Month-to-month,1965-AKTSX,No,No,Female,78.95,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,No,No,No,14,1101.85
Month-to-month,1965-DDBWU,No,No,Male,89.05,Fiber optic,No,Yes,Yes,No,No,Credit card (automatic),Yes,0,Yes,No,Yes,16,1448.6
Month-to-month,1976-CFOCS,No,No,Female,46,DSL,No,No,No,Yes,No,Electronic check,Yes,1,No,No,No,1,46
Month-to-month,1977-STDKI,No,No,Female,73,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,1,No,No,No,1,73
Month-to-month,1980-KXVPM,No,No,Female,75.05,Fiber optic,No,Yes,Yes,No,No,Credit card (automatic),Yes,1,No,No,No,3,256.25
Month-to-month,1981-INRFU,No,No,Female,79.75,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,2,164.5
Month-to-month,1989-PRJHP,No,No,Male,75.5,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,No,No,No,27,1893.95
Month-to-month,2002-MZHWP,No,No internet service,Female,20.5,No,No internet service,No,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.5
Month-to-month,2003-CKLOR,No,Yes,Male,99.5,Fiber optic,No,No,No,No,Yes,Electronic check,Yes,0,Yes,Yes,No,66,6710.5
Month-to-month,2004-OCQXK,No,No,Female,81.95,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,No,No,1,81.95
Month-to-month,2011-TRQYE,No,Yes,Male,33.5,DSL,No,Yes,No phone service,No,Yes,Credit card (automatic),No,0,No,No,No,18,600
Month-to-month,2012-NWRPA,No,Yes,Female,99.55,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,11,1131.2
Month-to-month,2013-SGDXK,No,No,Female,84.3,Fiber optic,No,No,No,No,Yes,Electronic check,Yes,0,No,Yes,No,1,84.3
Month-to-month,2024-BASKD,No,Yes,Female,74.6,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,1,74.6
Month-to-month,2025-JKFWI,No,No,Male,99,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,Yes,Yes,Yes,13,1301.7
Month-to-month,2026-TGDHM,No,No,Female,79.3,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,No,No,7,523.15
Month-to-month,2027-FECZV,No,Yes,Male,106.7,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,12,1253.9
Month-to-month,2027-OAQQC,No,Yes,Female,49.05,DSL,No,Yes,No phone service,No,No,Bank transfer (automatic),No,0,Yes,Yes,No,43,2076.2
Month-to-month,2034-CGRHZ,No,Yes,Male,102.95,Fiber optic,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,1,Yes,Yes,No,24,2496.7
Month-to-month,2034-GDRCN,No,No,Female,90.4,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,2,168.2
Month-to-month,2037-SGXHH,Yes,Yes,Male,94.65,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,38,3624.3
Month-to-month,2055-PDADH,No,No,Female,70.4,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,No,No,3,204.7
Month-to-month,2057-ZBLPD,No,No,Female,86.5,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,No,No,21,1808.7
Month-to-month,2058-DCJBE,No,No,Male,69.75,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,5,324.6
Month-to-month,2070-FNEXE,No,No,Female,76.45,Fiber optic,Yes,No,No,No,No,Bank transfer (automatic),Yes,1,No,No,No,7,503.6
Month-to-month,2074-GKOWZ,Yes,No,Male,89.55,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,2,185.55
Month-to-month,2079-FBMZK,No,No,Female,69.25,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,6,418.4
Month-to-month,2082-CEFLT,No,No,Male,45.6,DSL,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,45.6
Month-to-month,2082-OJVTK,Yes,Yes,Male,89.2,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,No,No,29,2698.35
Month-to-month,2091-MJTFX,Yes,No,Female,51.2,DSL,No,No,No phone service,Yes,No,Credit card (automatic),No,0,Yes,Yes,Yes,30,1561.5
Month-to-month,2091-RFFBA,No,No,Female,73.9,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,No,No,31,2217.15
Month-to-month,2100-BDNSN,No,Yes,Female,67.95,DSL,No,No,Yes,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,Yes,5,350.3
Month-to-month,2108-XWMPY,No,No,Male,35.45,DSL,Yes,Yes,No phone service,No,Yes,Mailed check,No,0,No,No,No,3,106.85
Month-to-month,2108-YKQTY,No,No,Female,50.7,DSL,No,No,No,No,Yes,Credit card (automatic),Yes,0,No,No,No,4,151.3
Month-to-month,2114-MGINA,No,No,Female,89.8,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,0,Yes,Yes,No,14,1129.1
Month-to-month,2115-BFTIW,No,No,Male,70.95,Fiber optic,No,No,No,No,No,Mailed check,Yes,0,No,No,No,25,1767.35
Month-to-month,2135-RXIHG,No,No,Male,45.65,DSL,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,45.65
Month-to-month,2141-RRYGO,No,No,Female,68.65,DSL,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,4,261.25
Month-to-month,2150-UWTFY,Yes,Yes,Female,61.15,DSL,Yes,No,No,Yes,Yes,Mailed check,Yes,0,No,No,No,22,1422.05
Month-to-month,2154-KVJFF,No,No,Female,79.75,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No,No,No,15,1111.85
Month-to-month,2180-DXNEG,No,Yes,Female,96,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,12,1062.1
Month-to-month,2187-LZGPL,No,No,Female,40.1,DSL,No,Yes,No phone service,No,Yes,Credit card (automatic),No,0,Yes,No,No,7,293.3
Month-to-month,2189-UXTKY,No,No,Female,79.2,DSL,Yes,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,22,1742.75
Month-to-month,2189-WWOEW,Yes,No,Female,85.9,Fiber optic,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,No,15,1269.55
Month-to-month,2195-ZRVAX,No,Yes,Female,85.3,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,Yes,No,No,47,4045.65
Month-to-month,2202-CUYXZ,No,Yes,Male,84.85,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,1,84.85
Month-to-month,2205-YMZZJ,No,No,Male,84.8,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,Yes,No,7,546.95
Month-to-month,2207-NHRJK,No,No,Male,50.8,DSL,No,No,No,No,Yes,Electronic check,Yes,0,No,No,No,1,50.8
Month-to-month,2207-OBZNX,No,No,Male,51,DSL,Yes,Yes,No,No,No,Mailed check,Yes,0,No,No,No,7,354.05
Month-to-month,2219-MVUSO,No,No,Male,45.15,DSL,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,8,438.4
Month-to-month,2223-KAGMX,No,No internet service,Female,19.4,No,No internet service,No,No,No,No internet service,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,15,289.3
